workload,seed,rival,du,incremental_search_s,n_be
qaoa_place,7,always_simulator,2.340802422501797,174.46456690169174,74.53194905498599
qaoa_place,8,always_simulator,2.380196431017434,195.8838597076505,82.29735040141975
qaoa_place,9,always_simulator,2.2037856263867983,96.75731967319967,43.90505070669577
qaoa_place,10,always_simulator,2.323173188734254,51.42519328596857,22.135755326096376
qaoa_place,11,always_simulator,2.1514582989515483,20.74070177028001,9.640299224199417
vqc,0,always_simulator,-0.0019234118200626982,8.334687338664333,inf
vqc,1,always_simulator,0.131734265532747,6.579319268177239,49.94387179045476
vqc,2,always_simulator,-0.06290499674291047,12.871007797807255,inf
vqc,3,always_simulator,0.017499999999999988,4.154799738228642,237.41712789877974
vqc,4,always_simulator,0.0398304570538211,7.793205986536266,195.65946672431247
vqc,5,always_simulator,0.15546646375105672,7.587079099837975,48.80203046225399
vqc,6,always_simulator,0.1464415532606957,5.986588781150779,40.88039663505505
vqc,7,always_simulator,0.02891704701450601,5.164498034395061,178.59700652713022
vqc,8,always_simulator,-0.01649382224100271,9.9044427708547,inf
vqc,9,always_simulator,0.012499999999999983,4.701652667514841,376.13221340118776
vqc,10,always_simulator,0.0392850005409352,2.1835159450648876,55.581415680258196
vqc,11,always_simulator,0.11036043563175585,8.380500502590143,75.93754459753765
vqc_cancer,0,always_simulator,0.004303883520881999,7.86266380030165,1826.8765318933044
vqc_cancer,1,always_simulator,-0.0035153864698994064,6.760118331090468,inf
vqc_cancer,2,always_simulator,0.0160073040753421,10.570337806629846,660.3446624664648
vqc_cancer,3,always_simulator,-0.0013352337551830948,4.463411700124996,inf
vqc_cancer,4,always_simulator,0.0448310582298108,8.070148291149176,180.01244248530497
vqc_cancer,5,always_simulator,0.03740624771241349,8.637296704158583,230.90518916956867
vqc_cancer,6,always_simulator,0.0078455758036335,5.976125549150779,761.7191776265895
vqc_cancer,7,always_simulator,-0.0013331204776561023,4.8034612491773885,inf
vqc_cancer,8,always_simulator,0.013034875968947195,7.155502358564168,548.9505520122035
vqc_cancer,9,always_simulator,0.012414018611276993,1.1137524837340325,89.7173202819505
vqc_cancer,10,always_simulator,0.034936688327184905,2.1808414490648884,62.422672367830984
vqc_cancer,11,always_simulator,0.0022428347576745056,3.878103441110194,1729.1079638569652
